USAF,WBAN,YR--MODAHRMN,DIR,SPD,GUS,CLG,SKC,L,M,H,VSB,MW,MW,MW,MW,AW,AW,AW,AW,W,TEMP,DEWP,SLP,ALT,STP,MAX,MIN,PCP01,PCP06,PCP24,PCPXX,SD
029980,99999,201707291100,140,9,13,722,SCT,*,*,*,17.8,**,**,**,**,00,**,**,**,*,66,58,1010.6,*****,1007.6,***,***,*****,*****,*****,*****,0
029980,99999,201707291200,173,7,***,722,SCT,*,*,*,19.0,**,**,**,**,00,**,**,**,0,67,57,1010.6,*****,1007.6,***,***,*****,*****,*****,*****,0
029980,99999,201707291300,175,6,***,722,SCT,*,*,*,19.7,**,**,**,**,00,**,**,**,*,67,57,1010.2,*****,1007.3,***,***,*****,*****,*****,*****,0
029980,99999,201707291400,194,7,12,722,SCT,*,*,*,22.1,**,**,**,**,00,**,**,**,*,70,56,1010.0,*****,1007.0,***,***,*****,*****,*****,*****,0
029980,99999,201707291500,210,9,***,***,***,*,*,*,21.9,**,**,**,**,00,**,**,**,*,70,55,1009.7,*****,1006.7,***,***,*****,*****,*****,*****,**
029980,99999,201707291600,197,7,12,722,CLR,*,*,*,28.5,**,**,**,**,00,**,**,**,*,70,53,1009.5,*****,1006.5,***,***,*****,*****,*****,*****,0
029980,99999,201707291700,200,9,13,722,CLR,*,*,*,28.4,**,**,**,**,00,**,**,**,*,67,53,1009.5,*****,1006.5,***,***,*****,*****,*****,*****,0
029980,99999,201707291800,137,6,***,722,CLR,*,*,*,21.5,**,**,**,**,00,**,**,**,0,64,58,1009.5,*****,1006.5,71,64,0.00,*****,*****,*****,0
029980,99999,201707291900,170,5,***,722,CLR,*,*,*,18.5,**,**,**,**,00,**,**,**,*,63,57,1009.6,*****,1006.6,***,***,*****,*****,*****,*****,0
029980,99999,201707292000,201,11,16,722,CLR,*,*,*,18.3,**,**,**,**,00,**,**,**,*,62,58,1009.5,*****,1006.5,***,***,*****,*****,*****,*****,0
029980,99999,201707292100,220,9,***,***,***,*,*,*,9.4,**,**,**,**,00,**,**,**,*,61,59,1009.4,*****,1006.4,***,***,*****,*****,*****,*****,**
029980,99999,201707292200,228,7,***,722,CLR,*,*,*,8.9,**,**,**,**,00,**,**,**,*,60,59,1009.2,*****,1006.2,***,***,*****,*****,*****,*****,0
029980,99999,201707292300,232,8,***,722,CLR,*,*,*,9.9,**,**,**,**,00,**,**,**,*,60,58,1009.2,*****,1006.1,***,***,*****,*****,*****,*****,0
029980,99999,201707300000,244,6,***,722,CLR,*,*,*,8.5,**,**,**,**,00,**,**,**,0,58,56,1009.1,*****,1006.1,***,***,*****,*****,*****,*****,0
029980,99999,201707300100,239,6,***,722,CLR,*,*,*,7.9,**,**,**,**,00,**,**,**,*,58,56,1009.0,*****,1006.0,***,***,*****,*****,*****,*****,0
029980,99999,201707300200,232,4,***,722,CLR,*,*,*,5.0,**,**,**,**,10,**,**,**,*,57,55,1008.9,*****,1005.8,***,***,*****,*****,*****,*****,0
029980,99999,201707300300,260,4,***,722,SCT,*,*,*,6.2,**,**,**,**,10,**,**,**,*,58,57,1009.0,*****,1005.9,***,***,*****,*****,*****,*****,**
029980,99999,201707300400,258,4,***,722,CLR,*,*,*,11.5,**,**,**,**,00,**,**,**,*,60,59,1008.9,*****,1005.9,***,***,*****,*****,*****,*****,0
029980,99999,201707300500,216,4,***,7,BKN,*,*,*,14.6,**,**,**,**,00,**,**,**,*,62,59,1009.1,*****,1006.0,***,***,*****,*****,*****,*****,0
029980,99999,201707300600,212,7,***,13,BKN,*,*,*,15.3,**,**,**,**,00,**,**,**,1,65,57,1009.0,*****,1006.0,65,56,0.00,*****,*****,*****,0
029980,99999,201707300700,186,8,13,722,SCT,*,*,*,20.1,**,**,**,**,00,**,**,**,*,67,58,1009.1,*****,1006.1,***,***,*****,*****,*****,*****,0
029980,99999,201707300800,203,10,15,722,SCT,*,*,*,18.7,**,**,**,**,00,**,**,**,*,68,57,1009.2,*****,1006.2,***,***,*****,*****,*****,*****,0
029980,99999,201707300900,200,11,***,***,***,*,*,*,21.9,**,**,**,**,00,**,**,**,*,69,58,1009.3,*****,1006.4,***,***,*****,*****,*****,*****,**
029980,99999,201707301000,190,11,17,722,CLR,*,*,*,21.9,**,**,**,**,00,**,**,**,*,70,57,1009.3,*****,1006.4,***,***,*****,*****,*****,*****,0
029980,99999,201707301100,184,14,19,722,CLR,*,*,*,17.7,**,**,**,**,00,**,**,**,*,71,57,1009.3,*****,1006.3,***,***,*****,*****,*****,*****,0
029980,99999,201707301200,214,13,21,722,CLR,*,*,*,23.7,**,**,**,**,00,**,**,**,0,72,57,1009.3,*****,1006.3,***,***,*****,*****,*****,*****,0
029980,99999,201707301300,201,14,21,722,CLR,*,*,*,25.3,**,**,**,**,00,**,**,**,*,72,57,1009.4,*****,1006.5,***,***,*****,*****,*****,*****,0
029980,99999,201707301400,201,13,18,722,CLR,*,*,*,25.0,**,**,**,**,00,**,**,**,*,73,58,1009.3,*****,1006.3,***,***,*****,*****,*****,*****,0
029980,99999,201707301500,200,16,***,***,***,*,*,*,25.0,**,**,**,**,00,**,**,**,*,71,58,1009.3,*****,1006.3,***,***,*****,*****,*****,*****,**
029980,99999,201707301600,199,17,23,722,CLR,*,*,*,31.2,**,**,**,**,00,**,**,**,*,69,58,1009.4,*****,1006.5,***,***,*****,*****,*****,*****,0
029980,99999,201707301700,214,13,21,722,CLR,*,*,*,30.4,**,**,**,**,00,**,**,**,*,67,58,1009.2,*****,1006.3,***,***,*****,*****,*****,*****,0
029980,99999,201707301800,210,12,18,722,CLR,*,*,*,31.2,**,**,**,**,00,**,**,**,0,65,57,1009.4,*****,1006.4,73,64,0.00,*****,*****,*****,0
029980,99999,201707301900,209,9,14,722,CLR,*,*,*,29.2,**,**,**,**,00,**,**,**,*,63,57,1009.6,*****,1006.6,***,***,*****,*****,*****,*****,0
029980,99999,201707302000,220,9,13,722,CLR,*,*,*,25.2,**,**,**,**,00,**,**,**,*,63,57,1009.7,*****,1006.7,***,***,*****,*****,*****,*****,0
029980,99999,201707302100,220,9,***,***,***,*,*,*,25.0,**,**,**,**,00,**,**,**,*,61,57,1009.9,*****,1006.9,***,***,*****,*****,*****,*****,**
029980,99999,201707302200,222,7,12,722,CLR,*,*,*,18.3,**,**,**,**,00,**,**,**,*,60,57,1009.9,*****,1006.9,***,***,*****,*****,*****,*****,0
029980,99999,201707302300,213,6,***,722,CLR,*,*,*,12.2,**,**,**,**,00,**,**,**,*,59,58,1010.1,*****,1007.1,***,***,*****,*****,*****,*****,0
029980,99999,201707310000,206,5,***,722,SCT,*,*,*,9.2,**,**,**,**,00,**,**,**,0,60,58,1009.8,*****,1006.8,***,***,*****,*****,*****,*****,0
029980,99999,201707310100,169,5,***,***,BKN,*,*,*,12.0,**,**,**,**,00,**,**,**,*,61,59,1009.5,*****,1006.5,***,***,*****,*****,*****,*****,0
029980,99999,201707310200,173,9,14,6,BKN,*,*,*,14.7,**,**,**,**,00,**,**,**,*,62,60,1009.7,*****,1006.7,***,***,*****,*****,*****,*****,0
029980,99999,201707310300,140,7,***,***,BKN,*,*,*,10.0,**,**,**,**,81,**,**,**,*,61,60,1009.3,*****,1006.3,***,***,*****,*****,*****,*****,**
029980,99999,201707310400,144,8,11,6,BKN,*,*,*,13.0,**,**,**,**,81,**,**,**,*,62,60,1009.1,*****,1006.0,***,***,*****,*****,*****,*****,0
029980,99999,201707310500,139,7,11,27,BKN,*,*,*,18.9,**,**,**,**,23,**,**,**,*,62,59,1009.1,*****,1006.1,***,***,*****,*****,*****,*****,0
029980,99999,201707310600,116,7,***,21,BKN,*,*,*,17.5,**,**,**,**,00,**,**,**,8,63,58,1008.8,*****,1005.8,65,59,0.00,*****,*****,*****,0
029980,99999,201707310700,125,9,15,20,BKN,*,*,*,19.5,**,**,**,**,00,**,**,**,*,66,58,1008.4,*****,1005.4,***,***,*****,*****,*****,*****,0
029980,99999,201707310800,145,8,14,8,BKN,*,*,*,21.5,**,**,**,**,00,**,**,**,*,65,58,1009.1,*****,1006.1,***,***,*****,*****,*****,*****,0
029980,99999,201707310900,150,7,***,***,BKN,*,*,*,18.1,**,**,**,**,00,**,**,**,*,64,59,1009.4,*****,1006.4,***,***,*****,*****,*****,*****,**
029980,99999,201707311000,168,5,***,7,BKN,*,*,*,12.3,**,**,**,**,00,**,**,**,*,65,60,1009.1,*****,1006.2,***,***,*****,*****,*****,*****,0
029980,99999,201707311100,184,8,***,8,BKN,*,*,*,14.2,**,**,**,**,00,**,**,**,*,66,61,1009.3,*****,1006.3,***,***,*****,*****,*****,*****,0
029980,99999,201707311200,183,7,14,5,BKN,*,*,*,3.1,**,**,**,**,62,**,**,**,6,66,63,1009.4,*****,1006.4,***,***,*****,*****,*****,*****,0
029980,99999,201707311300,216,7,***,5,BKN,*,*,*,18.6,**,**,**,**,22,**,**,**,*,67,64,1009.3,*****,1006.3,***,***,*****,*****,*****,*****,0
029980,99999,201707311400,192,9,16,722,SCT,*,*,*,19.2,**,**,**,**,00,**,**,**,*,72,63,1009.1,*****,1006.1,***,***,*****,*****,*****,*****,0
029980,99999,201707311500,220,16,***,722,SCT,*,*,*,21.9,**,**,**,**,00,**,**,**,*,71,61,1009.0,*****,1006.1,***,***,*****,*****,*****,*****,**
029980,99999,201707311600,212,18,28,722,CLR,*,*,*,30.8,**,**,**,**,00,**,**,**,*,70,59,1009.1,*****,1006.1,***,***,*****,*****,*****,*****,0
029980,99999,201707311700,216,13,21,722,SCT,*,*,*,26.8,**,**,**,**,00,**,**,**,*,68,59,1009.4,*****,1006.4,***,***,*****,*****,*****,*****,0
029980,99999,201707311800,216,14,20,722,SCT,*,*,*,19.3,**,**,**,**,00,**,**,**,8,65,60,1009.8,*****,1006.8,72,63,0.00,*****,*****,*****,0
029980,99999,201707311900,209,11,15,722,SCT,*,*,*,19.8,**,**,**,**,00,**,**,**,*,64,59,1010.3,*****,1007.3,***,***,*****,*****,*****,*****,0
029980,99999,201707312000,223,11,18,722,CLR,*,*,*,21.4,**,**,**,**,00,**,**,**,*,62,58,1010.8,*****,1007.8,***,***,*****,*****,*****,*****,0
029980,99999,201707312100,220,11,***,***,***,*,*,*,21.9,**,**,**,**,00,**,**,**,*,61,57,1011.8,*****,1008.7,***,***,*****,*****,*****,*****,**
029980,99999,201707312200,224,10,16,722,CLR,*,*,*,20.2,**,**,**,**,00,**,**,**,*,61,58,1012.1,*****,1009.0,***,***,*****,*****,*****,*****,0
029980,99999,201707312300,231,10,15,722,CLR,*,*,*,18.9,**,**,**,**,00,**,**,**,*,61,58,1012.2,*****,1009.2,***,***,*****,*****,*****,*****,0
029980,99999,201708010000,218,9,14,722,SCT,*,*,*,18.2,**,**,**,**,00,**,**,**,0,61,58,1012.5,*****,1009.5,***,***,*****,*****,*****,*****,0
029980,99999,201708010100,218,9,13,722,CLR,*,*,*,12.6,**,**,**,**,00,**,**,**,*,60,59,1012.9,*****,1009.9,***,***,*****,*****,*****,*****,0
029980,99999,201708010200,229,9,14,722,CLR,*,*,*,20.0,**,**,**,**,00,**,**,**,*,60,58,1013.2,*****,1010.2,***,***,*****,*****,*****,*****,0
029980,99999,201708010300,230,9,***,***,***,*,*,*,21.9,**,**,**,**,00,**,**,**,*,61,57,1013.7,*****,1010.7,***,***,*****,*****,*****,*****,**
029980,99999,201708010400,229,9,15,722,CLR,*,*,*,21.3,**,**,**,**,00,**,**,**,*,64,57,1014.2,*****,1011.2,***,***,*****,*****,*****,*****,0
029980,99999,201708010500,237,8,13,722,CLR,*,*,*,25.1,**,**,**,**,00,**,**,**,*,66,56,1014.5,*****,1011.5,***,***,*****,*****,*****,*****,0
029980,99999,201708010600,232,10,15,722,CLR,*,*,*,25.9,**,**,**,**,00,**,**,**,0,69,54,1015.0,*****,1012.0,69,60,0.00,*****,*****,*****,0
029980,99999,201708010700,211,11,17,722,CLR,*,*,*,22.5,**,**,**,**,00,**,**,**,*,70,55,1015.6,*****,1012.6,***,***,*****,*****,*****,*****,0
029980,99999,201708010800,193,14,21,722,CLR,*,*,*,23.3,**,**,**,**,00,**,**,**,*,70,59,1016.1,*****,1013.2,***,***,*****,*****,*****,*****,0
029980,99999,201708010900,190,13,***,***,***,*,*,*,18.8,**,**,**,**,00,**,**,**,*,71,58,1016.2,*****,1013.2,***,***,*****,*****,*****,*****,**
029980,99999,201708011000,200,16,23,722,SCT,*,*,*,19.2,**,**,**,**,00,**,**,**,*,73,56,1016.6,*****,1013.7,***,***,*****,*****,*****,*****,0
029980,99999,201708011100,207,18,28,722,SCT,*,*,*,23.2,**,**,**,**,00,**,**,**,*,73,54,1016.7,*****,1013.7,***,***,*****,*****,*****,*****,0
029980,99999,201708011200,200,20,31,722,SCT,*,*,*,26.4,**,**,**,**,00,**,**,**,0,72,54,1017.1,*****,1014.1,***,***,*****,*****,*****,*****,0
029980,99999,201708011300,214,17,27,***,BKN,*,*,*,22.6,**,**,**,**,00,**,**,**,*,72,55,1016.8,*****,1013.8,***,***,*****,*****,*****,*****,0
029980,99999,201708011400,225,16,27,***,BKN,*,*,*,28.7,**,**,**,**,00,**,**,**,*,71,55,1017.1,*****,1014.1,***,***,*****,*****,*****,*****,0
029980,99999,201708011500,210,16,***,***,BKN,*,*,*,28.1,**,**,**,**,23,**,**,**,*,67,56,1017.4,*****,1014.4,***,***,*****,*****,*****,*****,**
029980,99999,201708011600,228,11,22,75,BKN,*,*,*,29.3,**,**,**,**,22,**,**,**,*,67,55,1017.1,*****,1014.1,***,***,*****,*****,*****,*****,0
029980,99999,201708011700,212,11,17,***,BKN,*,*,*,31.2,**,**,**,**,00,**,**,**,*,66,55,1017.1,*****,1014.1,***,***,*****,*****,*****,*****,0
029980,99999,201708011800,200,10,16,70,BKN,*,*,*,30.8,**,**,**,**,00,**,**,**,8,65,56,1017.0,*****,1014.0,74,65,0.00,*****,*****,*****,0
029980,99999,201708011900,209,9,13,722,SCT,*,*,*,27.7,**,**,**,**,00,**,**,**,*,63,58,1017.0,*****,1014.0,***,***,*****,*****,*****,*****,0
029980,99999,201708012000,223,8,11,100,BKN,*,*,*,30.0,**,**,**,**,00,**,**,**,*,64,57,1016.9,*****,1013.9,***,***,*****,*****,*****,*****,0
029980,99999,201708012100,190,7,***,***,BKN,*,*,*,28.1,**,**,**,**,00,**,**,**,*,63,58,1016.8,*****,1013.8,***,***,*****,*****,*****,*****,**
029980,99999,201708012200,193,7,***,75,BKN,*,*,*,31.2,**,**,**,**,00,**,**,**,*,63,58,1016.3,*****,1013.3,***,***,*****,*****,*****,*****,0
029980,99999,201708012300,151,6,***,39,BKN,*,*,*,21.0,**,**,**,**,00,**,**,**,*,63,59,1015.5,*****,1012.5,***,***,*****,*****,*****,*****,0
029980,99999,201708020000,157,10,16,25,OVC,*,*,*,17.3,**,**,**,**,00,**,**,**,0,64,59,1015.0,*****,1012.0,***,***,*****,*****,*****,*****,0
029980,99999,201708020100,140,8,12,22,OVC,*,*,*,19.9,**,**,**,**,00,**,**,**,*,64,58,1013.9,*****,1010.9,***,***,*****,*****,*****,*****,0
029980,99999,201708020200,123,8,15,23,OVC,*,*,*,25.1,**,**,**,**,00,**,**,**,*,63,58,1013.0,*****,1010.0,***,***,*****,*****,*****,*****,0
029980,99999,201708020300,100,9,***,***,BKN,*,*,*,7.5,**,**,**,**,62,**,**,**,*,62,57,1011.9,*****,1008.9,***,***,*****,*****,*****,*****,**
029980,99999,201708020400,125,10,17,8,BKN,*,*,*,3.4,**,**,**,**,62,**,**,**,*,61,58,1011.5,*****,1008.5,***,***,*****,*****,*****,*****,0
029980,99999,201708020500,120,8,13,3,BKN,*,*,*,1.7,**,**,**,**,63,**,**,**,*,60,58,1010.1,*****,1007.1,***,***,*****,*****,*****,*****,0
029980,99999,201708020600,094,10,15,4,BKN,*,*,*,3.6,**,**,**,**,62,**,**,**,6,61,59,1008.9,*****,1005.8,65,60,0.13,*****,*****,*****,0
029980,99999,201708020700,115,6,13,2,OVC,*,*,*,3.6,**,**,**,**,62,**,**,**,*,61,60,1008.0,*****,1005.0,***,***,*****,*****,*****,*****,0
029980,99999,201708020800,184,11,16,4,BKN,*,*,*,8.8,**,**,**,**,22,**,**,**,*,61,60,1007.3,*****,1004.3,***,***,*****,*****,*****,*****,0
029980,99999,201708020900,220,9,***,***,OVC,*,*,*,2.2,**,**,**,**,51,**,**,**,*,61,60,1007.2,*****,1004.2,***,***,*****,*****,*****,*****,**
029980,99999,201708021000,250,9,14,6,BKN,*,*,*,9.9,**,**,**,**,81,**,**,**,*,64,62,1007.1,*****,1004.1,***,***,*****,*****,*****,*****,0
029980,99999,201708021100,259,13,19,11,BKN,*,*,*,28.6,**,**,**,**,00,**,**,**,*,67,61,1007.3,*****,1004.3,***,***,*****,*****,*****,*****,0
029980,99999,201708021200,261,13,19,11,BKN,*,*,*,22.4,**,**,**,**,81,**,**,**,8,66,60,1007.8,*****,1004.8,***,***,*****,*****,*****,*****,0
029980,99999,201708021300,266,11,17,722,SCT,*,*,*,29.6,**,**,**,**,00,**,**,**,*,69,57,1007.6,*****,1004.7,***,***,*****,*****,*****,*****,0
029980,99999,201708021400,237,7,12,722,SCT,*,*,*,31.2,**,**,**,**,00,**,**,**,*,69,59,1007.5,*****,1004.5,***,***,*****,*****,*****,*****,0
029980,99999,201708021500,210,13,***,***,BKN,*,*,*,18.8,**,**,**,**,52,**,**,**,*,67,61,1007.5,*****,1004.5,***,***,*****,*****,*****,*****,**
029980,99999,201708021600,237,6,***,722,SCT,*,*,*,28.3,**,**,**,**,23,**,**,**,*,69,60,1007.5,*****,1004.5,***,***,*****,*****,*****,*****,0
029980,99999,201708021700,219,6,***,722,SCT,*,*,*,24.0,**,**,**,**,00,**,**,**,*,68,60,1007.7,*****,1004.7,***,***,*****,*****,*****,*****,0
029980,99999,201708021800,218,11,16,722,SCT,*,*,*,28.4,**,**,**,**,00,**,**,**,8,66,59,1008.1,*****,1005.1,71,61,0.00,*****,*****,*****,0
029980,99999,201708021900,226,9,14,722,CLR,*,*,*,29.7,**,**,**,**,00,**,**,**,*,64,58,1008.5,*****,1005.5,***,***,*****,*****,*****,*****,0
029980,99999,201708022000,222,10,13,722,SCT,*,*,*,27.7,**,**,**,**,00,**,**,**,*,63,58,1008.8,*****,1005.8,***,***,*****,*****,*****,*****,0
029980,99999,201708022100,230,11,***,722,SCT,*,*,*,18.8,**,**,**,**,00,**,**,**,*,62,57,1009.0,*****,1006.0,***,***,*****,*****,*****,*****,**
029980,99999,201708022200,232,9,14,90,BKN,*,*,*,20.1,**,**,**,**,00,**,**,**,*,62,58,1009.1,*****,1006.0,***,***,*****,*****,*****,*****,0
029980,99999,201708022300,222,8,***,***,BKN,*,*,*,20.0,**,**,**,**,00,**,**,**,*,61,58,1008.9,*****,1005.9,***,***,*****,*****,*****,*****,0
029980,99999,201708030000,273,6,***,***,BKN,*,*,*,12.5,**,**,**,**,00,**,**,**,0,62,59,1009.0,*****,1006.0,***,***,*****,*****,*****,*****,0
029980,99999,201708030100,226,4,***,***,BKN,*,*,*,11.5,**,**,**,**,81,**,**,**,*,61,58,1008.6,*****,1005.6,***,***,*****,*****,*****,*****,0
029980,99999,201708030200,222,8,11,***,BKN,*,*,*,6.4,**,**,**,**,00,**,**,**,*,60,59,1008.5,*****,1005.5,***,***,*****,*****,*****,*****,0
029980,99999,201708030300,240,11,***,***,BKN,*,*,*,7.5,**,**,**,**,00,**,**,**,*,61,59,1008.7,*****,1005.7,***,***,*****,*****,*****,*****,**
029980,99999,201708030400,243,11,17,722,CLR,*,*,*,19.3,**,**,**,**,00,**,**,**,*,62,57,1008.9,*****,1005.9,***,***,*****,*****,*****,*****,0
029980,99999,201708030500,248,12,18,722,CLR,*,*,*,27.7,**,**,**,**,00,**,**,**,*,64,54,1009.2,*****,1006.3,***,***,*****,*****,*****,*****,0
029980,99999,201708030600,233,13,21,722,CLR,*,*,*,25.2,**,**,**,**,00,**,**,**,8,65,53,1009.4,*****,1006.4,66,60,0.00,*****,*****,*****,0
029980,99999,201708030700,235,12,17,722,SCT,*,*,*,26.1,**,**,**,**,00,**,**,**,*,68,53,1009.6,*****,1006.6,***,***,*****,*****,*****,*****,0
029980,99999,201708030800,240,12,18,722,SCT,*,*,*,30.9,**,**,**,**,00,**,**,**,*,67,50,1009.8,*****,1006.8,***,***,*****,*****,*****,*****,0
029980,99999,201708030900,200,16,***,***,BKN,*,*,*,25.0,**,**,**,**,00,**,**,**,*,67,54,1009.7,*****,1006.7,***,***,*****,*****,*****,*****,**
029980,99999,201708031000,210,18,28,34,BKN,*,*,*,20.5,**,**,**,**,00,**,**,**,*,68,54,1009.7,*****,1006.8,***,***,*****,*****,*****,*****,0
029980,99999,201708031100,208,16,27,722,SCT,*,*,*,27.1,**,**,**,**,00,**,**,**,*,68,54,1009.8,*****,1006.8,***,***,*****,*****,*****,*****,0
029980,99999,201708031200,204,16,28,722,SCT,*,*,*,28.3,**,**,**,**,00,**,**,**,0,71,56,1009.8,*****,1006.8,***,***,*****,*****,*****,*****,0
029980,99999,201708031300,202,17,25,722,CLR,*,*,*,20.9,**,**,**,**,00,**,**,**,*,71,56,1009.7,*****,1006.7,***,***,*****,*****,*****,*****,0
029980,99999,201708031400,198,16,25,722,CLR,*,*,*,25.1,**,**,**,**,00,**,**,**,*,70,55,1009.4,*****,1006.4,***,***,*****,*****,*****,*****,0
029980,99999,201708031500,210,16,***,***,***,*,*,*,28.1,**,**,**,**,00,**,**,**,*,69,55,1009.1,*****,1006.1,***,***,*****,*****,*****,*****,**
029980,99999,201708031600,206,12,22,722,CLR,*,*,*,30.6,**,**,**,**,00,**,**,**,*,68,54,1009.0,*****,1006.1,***,***,*****,*****,*****,*****,0
029980,99999,201708031700,199,13,17,722,CLR,*,*,*,31.2,**,**,**,**,00,**,**,**,*,66,54,1009.1,*****,1006.1,***,***,*****,*****,*****,*****,0
029980,99999,201708031800,203,13,17,722,CLR,*,*,*,31.2,**,**,**,**,00,**,**,**,0,62,54,1009.1,*****,1006.1,72,62,0.00,*****,*****,*****,0
029980,99999,201708031900,215,9,13,722,CLR,*,*,*,31.2,**,**,**,**,00,**,**,**,*,61,55,1009.0,*****,1006.0,***,***,*****,*****,*****,*****,0
029980,99999,201708032000,222,8,12,722,CLR,*,*,*,27.1,**,**,**,**,00,**,**,**,*,60,56,1008.5,*****,1005.4,***,***,*****,*****,*****,*****,0
029980,99999,201708032100,230,2,***,***,BKN,*,*,*,25.0,**,**,**,**,00,**,**,**,*,60,57,1007.8,*****,1004.8,***,***,*****,*****,*****,*****,**
029980,99999,201708032200,136,2,***,90,BKN,*,*,*,25.4,**,**,**,**,00,**,**,**,*,61,58,1007.1,*****,1004.1,***,***,*****,*****,*****,*****,0
029980,99999,201708032300,085,4,***,75,OVC,*,*,*,19.3,**,**,**,**,00,**,**,**,*,61,58,1006.4,*****,1003.4,***,***,*****,*****,*****,*****,0
029980,99999,201708040000,105,6,***,***,OVC,*,*,*,7.0,**,**,**,**,80,**,**,**,8,61,59,1005.6,*****,1002.6,***,***,*****,*****,*****,*****,0
029980,99999,201708040100,116,11,14,***,BKN,*,*,*,12.8,**,**,**,**,81,**,**,**,*,61,59,1004.6,*****,1001.6,***,***,*****,*****,*****,*****,0
029980,99999,201708040200,108,9,13,23,BKN,*,*,*,7.8,**,**,**,**,61,**,**,**,*,60,58,1003.9,*****,1000.9,***,***,*****,*****,*****,*****,0
029980,99999,201708040300,080,9,***,***,BKN,*,*,*,3.8,**,**,**,**,61,**,**,**,*,59,58,1002.6,*****,999.6,***,***,*****,*****,*****,*****,**
029980,99999,201708040400,083,13,21,3,BKN,*,*,*,2.6,**,**,**,**,62,**,**,**,*,59,57,1001.3,*****,998.3,***,***,*****,*****,*****,*****,0
029980,99999,201708040500,086,15,26,3,BKN,*,*,*,3.5,**,**,**,**,62,**,**,**,*,58,57,1000.1,*****,997.1,***,***,*****,*****,*****,*****,0
029980,99999,201708040600,091,17,25,3,BKN,*,*,*,3.5,**,**,**,**,61,**,**,**,8,58,57,998.9,*****,995.9,62,58,0.07,*****,*****,*****,0
029980,99999,201708040700,097,15,25,4,BKN,*,*,*,3.1,**,**,**,**,62,**,**,**,*,58,57,997.9,*****,995.0,***,***,*****,*****,*****,*****,0
029980,99999,201708040800,094,9,15,2,BKN,*,*,*,2.7,**,**,**,**,63,**,**,**,*,59,58,997.1,*****,994.1,***,***,*****,*****,*****,*****,0
029980,99999,201708040900,170,9,***,***,OVC,*,*,*,5.0,**,**,**,**,62,**,**,**,*,61,60,996.6,*****,993.7,***,***,*****,*****,*****,*****,**
029980,99999,201708041000,238,14,22,4,BKN,*,*,*,14.2,**,**,**,**,62,**,**,**,*,62,61,997.0,*****,994.0,***,***,*****,*****,*****,*****,0
029980,99999,201708041100,211,10,16,10,OVC,*,*,*,20.6,**,**,**,**,81,**,**,**,*,63,60,997.4,*****,994.4,***,***,*****,*****,*****,*****,0
029980,99999,201708041200,212,15,26,13,BKN,*,*,*,26.4,**,**,**,**,23,**,**,**,8,66,60,997.5,*****,994.5,***,***,*****,*****,*****,*****,0
029980,99999,201708041300,205,15,23,722,SCT,*,*,*,29.1,**,**,**,**,00,**,**,**,*,68,60,997.7,*****,994.8,***,***,*****,*****,*****,*****,0
029980,99999,201708041400,207,15,24,722,SCT,*,*,*,25.8,**,**,**,**,00,**,**,**,*,68,57,997.8,*****,994.9,***,***,*****,*****,*****,*****,0
029980,99999,201708041500,220,18,***,722,SCT,*,*,*,25.0,**,**,**,**,00,**,**,**,*,66,56,998.0,*****,995.0,***,***,*****,*****,*****,*****,**
029980,99999,201708041600,211,18,30,722,SCT,*,*,*,24.2,**,**,**,**,00,**,**,**,*,65,56,998.1,*****,995.1,***,***,*****,*****,*****,*****,0
029980,99999,201708041700,208,14,21,19,BKN,*,*,*,21.1,**,**,**,**,00,**,**,**,*,64,57,998.0,*****,995.1,***,***,*****,*****,*****,*****,0
029980,99999,201708041800,211,15,25,722,SCT,*,*,*,18.3,**,**,**,**,00,**,**,**,2,63,57,998.0,*****,995.1,69,58,0.00,*****,*****,*****,1
029980,99999,201708041900,202,11,18,722,SCT,*,*,*,13.8,**,**,**,**,00,**,**,**,*,61,57,997.9,*****,994.9,***,***,*****,*****,*****,*****,0
029980,99999,201708042000,203,9,13,15,BKN,*,*,*,10.0,**,**,**,**,61,**,**,**,*,61,59,997.8,*****,994.8,***,***,*****,*****,*****,*****,0
029980,99999,201708042100,200,9,***,***,OVC,*,*,*,6.9,**,**,**,**,23,**,**,**,*,61,59,997.3,*****,994.3,***,***,*****,*****,*****,*****,**
029980,99999,201708042200,205,14,23,722,SCT,*,*,*,10.0,**,**,**,**,23,**,**,**,*,59,57,997.2,*****,994.2,***,***,*****,*****,*****,*****,0
029980,99999,201708042300,207,12,18,722,SCT,*,*,*,11.6,**,**,**,**,00,**,**,**,*,60,58,997.0,*****,994.0,***,***,*****,*****,*****,*****,0
029980,99999,201708050000,199,11,16,***,BKN,*,*,*,9.3,**,**,**,**,23,**,**,**,8,60,59,996.8,*****,993.8,***,***,*****,*****,*****,*****,0
029980,99999,201708050100,202,11,17,722,SCT,*,*,*,7.4,**,**,**,**,00,**,**,**,*,60,59,996.7,*****,993.7,***,***,*****,*****,*****,*****,0
029980,99999,201708050200,209,11,17,722,SCT,*,*,*,8.7,**,**,**,**,00,**,**,**,*,59,58,996.5,*****,993.5,***,***,*****,*****,*****,*****,0
029980,99999,201708050300,200,9,***,***,BKN,*,*,*,9.4,**,**,**,**,00,**,**,**,*,60,58,996.8,*****,993.8,***,***,*****,*****,*****,*****,**
